start time,end time,texto,asset,prompt,caminho
"00:00:39,958","00:00:43,120",than getting a straight answer from a politician. These companies,imagem,"Cartoon stick-figure scene of a politician evasively gesturing while a frustrated citizen with a red face demands a straight answer, surrounded by microphones.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0014.png
"00:00:43,120","00:00:46,283",are masters of fine print and dark patterns. They hide,imagem,"Cartoon stick-figure scene of a cunning CEO stick-figure with a mischievous grin, holding a giant document with microscopic, unreadable fine print, perplexing consumers.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0015.png
"00:00:46,283","00:00:49,445",the auto-renewal clause in a font so small it needs,imagem,"Cartoon stick-figure scene of a perplexed customer stick-figure squinting through a comically oversized magnifying glass at a contract, trying to read an invisibly small auto-renewal clause.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0016.png
"00:00:49,445","00:00:52,608","a microscope, or bury it under layers of click-through agreements.",imagem,"Cartoon stick-figure scene of a frustrated customer stick-figure buried under an avalanche of digital ""click-through agreement"" pop-up screens, desperately searching for an escape button.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0017.png
"00:00:52,608","00:00:55,770","Before you know it, you're getting charged $99.99 every month",imagem,"Cartoon stick-figure scene of a shocked customer stick-figure recoiling in horror as their bank account statement flashes a recurring $99.99 charge, with money flying away.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0018.png
"00:00:55,770","00:00:58,933","for a product you tried once, hated, and then promptly",imagem,"Cartoon stick-figure scene of a disgruntled customer stick-figure angrily tossing a generic, disliked product into a towering pile of forgotten, dust-covered subscriptions, looking annoyed.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0019.png
"00:00:58,933","00:01:02,096",forgot about. It's the digital equivalent of that gym membership,imagem,"Cartoon stick-figure scene of a dusty, unused gym membership card peeking out of a forgotten wallet in a cluttered drawer, symbolizing digital neglect.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0020.png
"00:01:02,096","00:01:05,258",you signed up for in January and completely abandoned by,imagem,"Cartoon stick-figure scene of an enthusiastic stick-figure in January signing up for a gym, then slouched on a sofa in February, surrounded by snacks, ignoring their gym bag.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0021.png
"00:01:05,258","00:01:08,421","February, except this one keeps bleeding your bank account dry",imagem,"Cartoon stick-figure scene of an unsuspecting customer stick-figure's wallet slowly but steadily leaking money into a digital abyss, completely oblivious to the financial drain.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0022.png
"00:01:08,421","00:01:11,583",without you even having to feel guilty about not working,imagem,"Cartoon stick-figure scene of a content stick-figure lounging comfortably on a sofa, happily eating snacks and watching TV, feeling absolutely no guilt about missed workouts.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0023.png
"00:01:11,583","00:01:11,900",out.,texto,,
"00:01:11,900","00:01:15,550","Number 9, The Fake Tech Support Call.",imagem,"Cartoon stick-figure scene of an unsuspecting elderly stick-figure answering a ringing phone, while a shadowy, mischievous stick-figure on the other end grins with ""tech support"" headset.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0025.png
"00:01:15,550","00:01:18,935","Ring, ring! Your phone buzzes. You answer, and a stern-sounding",imagem,"Cartoon stick-figure scene of a startled stick-figure answering a vibrating smartphone, a stern, authoritarian speech bubble emanating from the receiver, causing alarm.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0026.png
"00:01:18,935","00:01:22,321",voice with an exotic accent informs you that they're from,imagem,"Cartoon stick-figure scene of a stick-figure character answering a buzzing phone, looking confused. A stern voice bubble with an exotic accent icon hovers above, indicating a call from an unknown source.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0027.png
"00:01:22,321","00:01:25,707","""Microsoft"" or ""Apple"" and your computer is riddled with viruses,",imagem,"Cartoon stick-figure scene of a concerned stick-figure on a phone call, looking at a computer screen displaying multiple, alarming virus icons and error messages.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0028.png
"00:01:25,707","00:01:29,093",or perhaps it's sending out spam emails faster than a,imagem,"Cartoon stick-figure scene of a computer aggressively shooting out countless spam email envelopes from its screen, overwhelming the entire desktop surface.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0029.png
"00:01:29,093","00:01:32,479",politician sends out fundraising requests. They tell you your digital,imagem,"Cartoon stick-figure scene of a computer spewing spam emails like a frantic politician's fundraising campaign. A stick-figure looks panicked as their ""digital life"" icon shatters.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0030.png
"00:01:32,479","00:01:35,865","life is in peril, and only they can save it.",imagem,"Cartoon stick-figure scene of a distressed stick-figure watching their digital life (represented by icons) crumble, while a shadowy, authoritative stick-figure on the phone promises salvation.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0031.png
"00:01:35,865","00:01:39,251",All you need to do is grant them remote access,imagem,"Cartoon stick-figure scene of a stick-figure hesitantly hovering their mouse over a ""Grant Remote Access"" button on their computer, as a shadowy hand reaches out from the phone.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0032.png
"00:01:39,251","00:01:42,637","to your computer, and maybe, just maybe, buy some extremely",imagem,"Cartoon stick-figure scene of a stick-figure looking doubtfully at a pop-up ad for ""Extremely Overpriced Protection Software"" on their computer screen, with money symbols flying away.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0033.png
"00:01:42,637","00:01:46,023","overpriced ""protection software"" or pay a ""diagnostic fee"" with gift",imagem,"Cartoon stick-figure scene of a confused stick-figure holding a pile of gift cards, looking at a computer screen demanding a ""diagnostic fee"" payment via gift card.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0034.png
"00:01:46,023","00:01:49,409","cards. Now, a rational person might think, ""Wait, why would",imagem,"Cartoon stick-figure scene of a stick-figure with a ""Wait, why?"" thought bubble above their head, beginning to question the strange request for gift cards.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0035.png
"00:01:49,409","00:01:52,795",Microsoft call *me*? And how do they even know I,imagem,"Cartoon stick-figure scene of a bewildered stick-figure with giant question marks, looking at a computer displaying a suspicious ""Microsoft"" logo, pondering ""How do they know?""",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0036.png
"00:01:52,795","00:01:56,181","have a problem?"" But in that moment of panic, when",imagem,"Cartoon stick-figure scene of a stick-figure in a state of panic, eyes wide, as their digital photos and bank account icons flicker menacingly, while a ""logic"" icon runs away.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0037.png
"00:01:56,181","00:01:59,567","your digital photos and bank accounts feel threatened, logic often",imagem,"Cartoon stick-figure scene of a ""Logic"" icon lying on a beach chair, cocktail in hand, while a stick-figure on the phone receives a ""Scam Alert!"" pop-up on their computer screen.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0038.png
"00:01:59,567","00:02:02,953","takes a vacation. People, these companies do not cold-call you",imagem,"Cartoon stick-figure scene of a relaxed stick-figure enjoying a beach vacation, phone ringing unnoticed, while a separate, stressed stick-figure frantically cold-calls from an office desk, highlighting unsolicited contact.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0039.png
"00:02:02,953","00:02:06,339",about your computer problems. It's like your car dealership calling,imagem,"Cartoon stick-figure scene of a bewildered stick-figure staring at a glitching computer screen, while a car salesman stick-figure casually makes a suspicious phone call from a busy dealership floor.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0040.png
"00:02:06,339","00:02:09,725",to say your tires are flat without you having told,imagem,"Cartoon stick-figure scene of a stick-figure mechanic pointing ominously at a car with completely flat tires, while the surprised car owner stick-figure looks on, baffled at the unsolicited knowledge.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0041.png
"00:02:09,725","00:02:13,111",them anything about your car – it just doesn't happen.,imagem,"Cartoon stick-figure scene of a bewildered stick-figure scratching their head beside a perfectly fine car, while a shadowy figure in a dealership uniform mysteriously observes from a distance, an impossible scenario.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0042.png
"00:02:13,111","00:02:16,497","They'll install actual malware, steal your personal data, or simply",imagem,"Cartoon stick-figure scene of a sinister stick-figure hacker stealthily installing malicious software onto a computer, personal data files visibly floating away from the screen into the shadows.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0043.png
"00:02:16,497","00:02:19,883",charge you an exorbitant amount for fixing a problem that,imagem,"Cartoon stick-figure scene of a shocked stick-figure holding a ridiculously huge bill, pointing at a perfectly fine computer, while a scammer stick-figure grins, counting stacks of money nearby.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0044.png
"00:02:19,883","00:02:23,269","never existed. It’s a classic, but it still reels in",imagem,"Cartoon stick-figure scene of a cunning stick-figure fisherman at a desk, reeling in multiple small stick-figure 'fish' with a computer screen as bait, illustrating a classic scam.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0045.png
"00:02:23,269","00:02:25,640",victims like fish on a Friday night.,imagem,"Cartoon stick-figure scene of a stick-figure scammer enthusiastically reeling in a net full of bewildered stick-figure 'fish' from a fishing boat, under a Friday night sky.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0046.png
"00:02:25,640","00:02:28,650","Number 8, The Grandparent Scam.",imagem,"Cartoon stick-figure scene of an elderly stick-figure grandparent with a worried expression, holding a phone to their ear, while a shadowy, deceptive figure lurks in the background.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0047.png
"00:02:28,650","00:02:32,267",This one is truly despicable because it preys on the,imagem,"Cartoon stick-figure scene of a sneaky, dark stick-figure predator silently approaching a vulnerable, unsuspecting stick-figure from behind, emphasizing a despicable act of preying.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0048.png
"00:02:32,267","00:02:35,885",love and concern people have for their family. Imagine this:,imagem,"Cartoon stick-figure scene of a loving stick-figure family embracing warmly, then a thought bubble above a grandparent stick-figure showing deep concern while answering a phone call.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0049.png
"00:02:35,885","00:02:39,503","your phone rings, and it's a frantic voice, muffled or",imagem,"Cartoon stick-figure scene of a stick-figure startled by a ringing phone, holding it to their ear with a confused expression as a garbled, muffled, frantic voice emanates.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0050.png
"00:02:39,503","00:02:43,120","distorted, claiming to be your grandchild. They're in terrible trouble",imagem,"Cartoon stick-figure scene of characters reacting to: distorted, claiming to be your grandchild. They're in terrib",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0051.png
"00:02:43,120","00:02:46,738","– they've been arrested, they're stuck in a foreign country,",imagem,"Cartoon stick-figure scene of characters reacting to: – they've been arrested, they're stuck in a foreign country,",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0052.png
"00:02:46,738","00:02:50,356","they've been in an accident, or they need emergency surgery.",imagem,"Cartoon stick-figure scene of characters reacting to: they've been in an accident, or they need emergency surgery.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0053.png
"00:02:50,356","00:02:53,974","The kicker? They beg you not to tell their parents,",imagem,"Cartoon stick-figure scene of characters reacting to: The kicker? They beg you not to tell their parents,",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0054.png
"00:02:53,974","00:02:57,591","often saying something like, ""Grampa, please, I'm so ashamed, don't",imagem,"Cartoon stick-figure scene of characters reacting to: often saying something like, ""Grampa, please, I'm so ashamed",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0055.png
"00:02:57,591","00:03:01,209","tell Mom and Dad!"" They need money, immediately, usually through",imagem,"Cartoon stick-figure scene of characters reacting to: tell Mom and Dad!"" They need money, immediately, usually thr",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0056.png
"00:03:01,209","00:03:04,827","wire transfer, gift cards, or cryptocurrency – methods that are",imagem,"Cartoon stick-figure scene of characters reacting to: wire transfer, gift cards, or cryptocurrency – methods that ",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0057.png
"00:03:04,827","00:03:08,445","hard to trace. The urgency, the emotional plea, and the",imagem,"Cartoon stick-figure scene of characters reacting to: hard to trace. The urgency, the emotional plea, and the",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0058.png
"00:03:08,445","00:03:12,062","implied secrecy short-circuit critical thinking. Many grandparents, caught off guard",imagem,Cartoon stick-figure scene of characters reacting to: implied secrecy short-circuit critical thinking. Many grandp,C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0059.png
"00:03:12,062","00:03:15,680","and desperate to help, don't take the few seconds it",imagem,"Cartoon stick-figure scene of characters reacting to: and desperate to help, don't take the few seconds it",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0060.png
"00:03:15,680","00:03:19,298",would require to call their grandchild directly or contact their,imagem,Cartoon stick-figure scene of characters reacting to: would require to call their grandchild directly or contact t,C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0061.png
"00:03:19,298","00:03:22,916",parents to verify the story. It’s like a horror movie,imagem,Cartoon stick-figure scene of characters reacting to: parents to verify the story. It’s like a horror movie,C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0062.png
"00:03:22,916","00:03:26,533","where the monster is your own loving heart, tricked into",imagem,"Cartoon stick-figure scene of a giant, glowing red heart with sharp teeth, a ""monster heart,"" subtly manipulating a tiny stick figure who looks confused and vulnerable.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0063.png
"00:03:26,533","00:03:30,151","giving away your life savings to a stranger. Always, always",imagem,"Cartoon stick-figure scene of a naive old stick figure sadly emptying their piggy bank, handing stacks of cash to a shady-looking stranger with a sly grin, indoors.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0064.png
"00:03:30,151","00:03:33,769",verify. A quick call to another family member can save,imagem,"Cartoon stick-figure scene of a stick figure talking urgently on a phone, looking stressed, while another stick figure in the background listens with concern.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0065.png
"00:03:33,769","00:03:35,940",you thousands and a broken heart.,avatar,,
"00:03:35,940","00:03:39,590","Number 7, The Lottery or Sweepstakes Scam.",imagem,"Cartoon stick-figure scene of a large, shimmering golden ""Number 7"" and text ""Lottery Scam"" hovering over a stick figure celebrating prematurely amidst confetti.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0067.png
"00:03:39,590","00:03:43,253",Congratulations! You've just won ten million dollars in a lottery,imagem,"Cartoon stick-figure scene of an ecstatic stick figure jumping with joy, holding a giant check for ""TEN MILLION DOLLARS"" that sparkles, confetti falling around them.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0068.png
"00:03:43,253","00:03:46,916","you never entered, or a sweepstakes you’ve never heard of!",avatar,,
"00:03:46,916","00:03:50,579","All you have to do is pay a small ""processing",imagem,"Cartoon stick-figure scene of a slick, smiling stick-figure scammer holding out a hand, demanding a ""small fee"" from a hopeful, unsuspecting stick figure who looks hesitant.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0070.png
"00:03:50,579","00:03:54,242","fee,"" ""tax,"" or ""customs charge"" to release your winnings. Seriously,",imagem,"Cartoon stick-figure scene of a bewildered stick figure entangled in a web of strings labeled ""Fee,"" ""Tax,"" ""Customs Charge,"" trying to reach a distant pile of money.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0071.png
"00:03:54,242","00:03:57,905",how many times has this played out? It's the equivalent,avatar,,
"00:03:57,905","00:04:01,568",of someone telling you they've found a pot of gold,imagem,Cartoon stick-figure scene of a stick figure enthusiastically pointing towards a vibrant rainbow with a shimmering pot of gold at its distant end.,C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0073.png
"00:04:01,568","00:04:05,231","at the end of a rainbow, but you need to",imagem,"Cartoon stick-figure scene of a stick figure greedily eyeing a shimmering pot of gold at a rainbow's end, while another stick figure holds a ""shovel for sale"" sign.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0074.png
"00:04:05,231","00:04:08,894","pay them for the shovel. The scam relies on pure,",imagem,"Cartoon stick-figure scene of a sly stick figure selling a rusty shovel to a desperate, eager stick figure, pointing towards a faint rainbow and a distant pot of gold.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0075.png
"00:04:08,894","00:04:12,557",unadulterated greed and the fantasy of instant wealth. No legitimate,avatar,,
"00:04:12,557","00:04:16,220",lottery or sweepstakes will ever ask you to pay money,imagem,"Cartoon stick-figure scene of a stern stick figure pointing at a ""NO UPFRONT FEES"" sign next to a lottery ticket, warning an excited stick figure.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0077.png
"00:04:16,220","00:04:19,883",upfront to receive your winnings. Think about it: if you've,imagem,"Cartoon stick-figure scene of a stick figure with a lightbulb above their head, realizing the absurdity of paying upfront for lottery winnings, looking thoughtful.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0078.png
"00:04:19,883","00:04:23,546","actually won millions, they can just deduct the ""fee"" from",imagem,"Cartoon stick-figure scene of a stick figure happily holding a giant ""winnings"" check, while another shifty stick figure tries to deduct a ""fee"" from it.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0079.png
"00:04:23,546","00:04:27,209","your prize money. The fact that they can't, or won't,",avatar,,
"00:04:27,209","00:04:30,872",is your first and only red flag. These scammers often,imagem,"Cartoon stick-figure scene of a stick figure pointing at a suspicious ""official letter"" with a giant red flag attached, highlighting the fake seals and impressive letterhead.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0081.png
"00:04:30,872","00:04:34,535","send official-looking letters, complete with fake seals and impressive letterheads,",imagem,"Cartoon stick-figure scene of a stick figure proudly displaying a highly detailed, fake official letter complete with prominent fake seals and elaborate letterhead, looking convincing.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0082.png
"00:04:34,535","00:04:38,198",making it seem incredibly legitimate. But the moment they ask,imagem,"Cartoon stick-figure scene of a stick figure looking puzzled while holding a fake official letter, as a shadowy hand points to options for payment via wire transfer and gift cards.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0083.png
"00:04:38,198","00:04:41,861","you to send money via wire transfer, gift cards, or",avatar,,
"00:04:41,861","00:04:45,524","even bitcoin, for your ""winnings,"" you can be 100% sure",imagem,"Cartoon stick-figure scene of a stick figure sadly looking at a pile of gift cards and bitcoin symbols, realizing their ""winnings"" are a scam, looking utterly disappointed.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0085.png
"00:04:45,524","00:04:49,187",it’s a scam. Your millions are as real as my,imagem,"Cartoon stick-figure scene of a stick figure riding a shimmering, imaginary unicorn through a landscape filled with scam-related elements, symbolizing unreal millions.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0086.png
"00:04:49,187","00:04:49,920",pet unicorn.,avatar,,
"00:04:49,920","00:04:53,335","Ah, the phishing email. The cockroach of the internet –",imagem,"Cartoon stick-figure scene of a stick figure frantically swatting at a swarm of ugly, persistent emails shaped like cockroaches flying out of a computer screen.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0088.png
"00:04:53,335","00:04:56,750","ugly, annoying, and seemingly impossible to get rid of. You",avatar,,
"00:04:56,750","00:05:00,165","know the drill: an email lands in your inbox, seemingly",imagem,"Cartoon stick-figure scene of a stick figure observing a computer screen, where multiple urgent-looking emails from various trusted sources like a bank and Netflix are popping up.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0090.png
"00:05:00,165","00:05:03,581","from your bank, PayPal, Netflix, or even your boss. It",imagem,"Cartoon stick-figure scene of a stick figure looking alarmed at a computer screen displaying urgent alerts about ""suspicious activity"" from a bank and a ""password reset"" from Netflix.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0091.png
"00:05:03,581","00:05:06,996","says there's been ""suspicious activity"" on your account, your password",avatar,,
"00:05:06,996","00:05:10,411","needs to be ""reset immediately,"" or there's an ""urgent invoice""",imagem,"Cartoon stick-figure scene of a stick figure staring intently at a seemingly legitimate email with official logos, an urgent tone, and a prominent ""Reset Password Immediately"" button.",C:\Users\andre\OneDrive\Documents\codex\automation-chilldude\output\everyday_scams_people_still_fall_for\scenes\scene_0093.png
